Class Name, Initialization Kind, Reason for Initialization
com.oracle.svm.hosted.c.DirectivesExtension, BUILD_TIME, super type of com.oracle.svm.hosted.c.BuiltinDirectives
com.oracle.svm.truffle.isolated.IsolatedCompilationResultData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.util.ClassUtil, BUILD_TIME, Native Image classes are always initialized at build time
com.oracle.svm.util.StringUtil, BUILD_TIME, Native Image classes are always initialized at build time
com.sun.crypto.provider.AESCipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES128_CBC_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES128_CFB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES128_ECB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES128_OFB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES192_CBC_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES192_CFB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES192_ECB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES192_OFB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES256_CBC_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES256_CFB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES256_ECB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$AES256_OFB_NoPadding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$General, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCipher$OidImpl, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESConstants, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESCrypt, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESKeyGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESKeyWrap, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESKeyWrapPadded, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.AESParameters, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ARCFOURCipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.BlockCipherParamsCore, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.BlowfishCipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.BlowfishConstants, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.BlowfishCrypt, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.BlowfishKeyGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.BlowfishParameters, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Cipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Cipher$ChaCha20Only, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Cipher$ChaCha20Poly1305, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Cipher$ChaChaEngine, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Cipher$EngineAEADDec, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Cipher$EngineAEADEnc, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Cipher$EngineStreamOnly, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ChaCha20Poly1305Parameters, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.CipherBlockChaining, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.CipherCore, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.CipherFeedback, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.CipherForKeyProtector, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.CipherTextStealing, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ConstructKeys, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.CounterMode, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESCipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESConstants, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESCrypt, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESKey, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESKey$$Lambda$1539/0x00000078013d8858, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESKeyFactory, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESKeyGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESParameters, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeCipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeCrypt, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeKey, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeKey$$Lambda$1538/0x00000078013d7fc0, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeKeyFactory, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeKeyGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeParameters, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DESedeWrapCipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHKeyAgreement, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHKeyAgreement$AllowKDF, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHKeyFactory, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHKeyPairGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHParameterGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHParameters, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHPrivateKey, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.DHPublicKey, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ElectronicCodeBook, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.EncryptedPrivateKeyInfo, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.FeedbackCipher, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GCM, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GCMParameters, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GCTR, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GHASH, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$AES128, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$AES192, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$AES256, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$AESGCM, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$DecryptOp, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$EncryptOp, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$GCMDecrypt, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$GCMEncrypt, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$GCMEngine, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.GaloisCounterMode$GCMOperation, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA224, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA256, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA384, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA3_224, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA3_256, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA3_384, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA3_512, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA512, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA512_224, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacCore$HmacSHA512_256, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacMD5, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacMD5KeyGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore$HmacPKCS12PBE_SHA1, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore$HmacPKCS12PBE_SHA224, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore$HmacPKCS12PBE_SHA256, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore$HmacPKCS12PBE_SHA384, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore$HmacPKCS12PBE_SHA512, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore$HmacPKCS12PBE_SHA512_224, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacPKCS12PBECore$HmacPKCS12PBE_SHA512_256, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacSHA1, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.HmacSHA1KeyGenerator, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.ISO10126Padding, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.JceKeyStore, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.JceKeyStore$$Lambda$1425/0x00000078012b8678, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.JceKeyStore$DeserializationChecker, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.JceKeyStore$PrivateKeyEntry, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.JceKeyStore$SecretKeyEntry, BUILD_TIME, Core JDK classes are initialized at build time
